TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,acceptedname_ala,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,RowTree
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T16
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T17
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T18
Eucalyptus occidentalis,Eucalyptus occidentalis,Eucalyptus occidentalis,eucalyptus occidentalis,,Species ,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,15,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1995,R065/T15
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),Eucalyptus x erythrandra,,,,Hybrid,D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,11,Alive,Dead,,,,,,,6 - 12 months,None evident,Flowered,Flowered,1995,R065/T11
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),Eucalyptus x erythrandra,,,,Hybrid,D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,14,Alive,Slight,None evident,?,None evident,,,,,None evident,Flowered,Flowered,1995,R065/T14
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),Eucalyptus x erythrandra,,,,Hybrid,D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,12,Dead,,,,,,,,,,,,1995,R065/T12
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),Eucalyptus x erythrandra,,,,Hybrid,D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,13,Dead,,,,,,,,,,,,1995,R065/T13
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus quadrans,,Species ,D.Nicolle,1099,"Truslove, WA",33,22,3,121,41,36,73,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R073/T20
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus quadrans,,Species ,D.Nicolle,1099,"Truslove, WA",33,22,3,121,41,36,73,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R073/T21
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus quadrans,,Species ,D.Nicolle,1099,"Truslove, WA",33,22,3,121,41,36,73,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R073/T22
Eucalyptus pimpiniana,Eucalyptus pimpiniana,Eucalyptus pimpiniana,eucalyptus pimpiniana,,Species ,D.Nicolle,110,"Ooldea Range, SA",29,20,59,130,11,38,9,35,Alive,None evident,None evident,?,,,,,,None evident,,,1993,R009/T35
Eucalyptus pimpiniana,Eucalyptus pimpiniana,Eucalyptus pimpiniana,eucalyptus pimpiniana,,Species ,D.Nicolle,110,"Ooldea Range, SA",29,20,59,130,11,38,9,37,Alive,None evident,None evident,?,,,,,,None evident,,,1993,R009/T37
Eucalyptus pimpiniana,Eucalyptus pimpiniana,Eucalyptus pimpiniana,eucalyptus pimpiniana,,Species ,D.Nicolle,110,"Ooldea Range, SA",29,20,59,130,11,38,9,36,Dead,,,,,,,,,,,,1993,R009/T36
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T27
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T28
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T29
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T30
Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,Eucalyptus kessellii subsp. kessellii,eucalyptus kessellii subsp. kessellii,,Subspecies,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,38,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T38
Eucalyptus creta,Eucalyptus creta,Eucalyptus creta,eucalyptus creta,,Species ,D.Nicolle,1102,"Mt Ridley, WA",33,4,23,122,16,15,65,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T23
Eucalyptus creta,Eucalyptus creta,Eucalyptus creta,eucalyptus creta,,Species ,D.Nicolle,1102,"Mt Ridley, WA",33,4,23,122,16,15,65,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T25
Eucalyptus creta,Eucalyptus creta,Eucalyptus creta,eucalyptus creta,,Species ,D.Nicolle,1102,"Mt Ridley, WA",33,4,23,122,16,15,65,24,Dead,,,,,,,,,,,,1995,R065/T24
Eucalyptus creta,Eucalyptus creta,Eucalyptus creta,eucalyptus creta,,Species ,D.Nicolle,1102,"Mt Ridley, WA",33,4,23,122,16,15,65,26,Dead,,,,,,,,,,,,1995,R065/T26
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,1104,"Salmon Gums, WA",33,8,49,122,6,29,65,35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T35
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,1104,"Salmon Gums, WA",33,8,49,122,6,29,65,36,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T36
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,1104,"Salmon Gums, WA",33,8,49,122,6,29,65,37,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T37
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,eucalyptus leptocalyx,,Species,D.Nicolle,1105,"Salmon Gums, WA",33,8,49,122,6,29,65,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T20
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,eucalyptus leptocalyx,,Species,D.Nicolle,1105,"Salmon Gums, WA",33,8,49,122,6,29,65,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T21
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,eucalyptus leptocalyx,,Species,D.Nicolle,1105,"Salmon Gums, WA",33,8,49,122,6,29,65,19,Dead,,,,,,,,,,,,1995,R065/T19
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,eucalyptus leptocalyx,,Species,D.Nicolle,1105,"Salmon Gums, WA",33,8,49,122,6,29,65,22,Dead,,,,,,,,,,,,1995,R065/T22
Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,eucalyptus conglobata subsp. conglobata,,Subspecies,D.Nicolle,1106,"Salmon Gums, WA",33,8,49,122,6,29,65,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R065/T09
Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,Eucalyptus conglobata subsp. conglobata,eucalyptus conglobata subsp. conglobata,,Subspecies,D.Nicolle,1106,"Salmon Gums, WA",33,8,49,122,6,29,65,10,Dead,,,,,,,,,,,,1995,R065/T10
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T24
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T25
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,26,Dead,,,,,,,,,,,,1995,R068/T26
Eucalyptus ovularis,Eucalyptus ovularis,Eucalyptus ovularis,eucalyptus ovularis,,Species ,D.Nicolle,1107,"Red Lake, WA",32,59,49,121,38,53,68,27,Dead,,,,,,,,,,,,1995,R068/T27
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,1108,"Bremer Range, WA",32,41,42,120,47,2,68,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T12
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,1108,"Bremer Range, WA",32,41,42,120,47,2,68,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T13
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,1108,"Bremer Range, WA",32,41,42,120,47,2,68,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T14
Eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,1108,"Bremer Range, WA",32,41,42,120,47,2,68,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T15
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T20
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T21
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R068/T23
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,eucalyptus obesa,,Species ,D.Nicolle,1109,"90 Mile Tank, WA",32,40,58,120,41,33,68,22,Dead,,,,,,,,,,,,1995,R068/T22
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T17
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T18
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T19
Eucalyptus deflexa,Eucalyptus deflexa,Eucalyptus deflexa,eucalyptus deflexa,,Species ,D.Nicolle,1110,"Lake King, WA",32,55,13,120,21,57,70,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T20
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,4,21,120,13,1,70,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T13
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,4,21,120,13,1,70,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T15
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,4,21,120,13,1,70,14,Dead,,,,,,,,,,,,1995,R070/T14
Eucalyptus densa,Eucalyptus densa,Eucalyptus densa,eucalyptus densa,,Species ,D.Nicolle,1111,"Lake King, WA",33,4,21,120,13,1,70,16,Dead,,,,,,,,,,,,1995,R070/T16
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,eucalyptus calycogona subsp. calycogona,,Subspecies,D.Nicolle,1112,"Lake King, WA",33,4,21,120,13,1,70,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T09
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,eucalyptus calycogona subsp. calycogona,,Subspecies,D.Nicolle,1112,"Lake King, WA",33,4,21,120,13,1,70,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T10
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,eucalyptus calycogona subsp. calycogona,,Subspecies,D.Nicolle,1112,"Lake King, WA",33,4,21,120,13,1,70,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T11
Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,Eucalyptus calycogona subsp. calycogona,eucalyptus calycogona subsp. calycogona,,Subspecies,D.Nicolle,1112,"Lake King, WA",33,4,21,120,13,1,70,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T12
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,5,33,119,24,59,69,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R069/T19
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,5,33,119,24,59,69,20,Dead,,,,,,,,,,,,1995,R069/T20
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,5,33,119,24,59,69,21,Dead,,,,,,,,,,,,1995,R069/T21
Eucalyptus falcata,Eucalyptus falcata,Eucalyptus falcata,eucalyptus falcata,,Species ,D.Nicolle,1113,"Newdegate, WA",33,5,33,119,24,59,69,22,Dead,,,,,,,,,,,,1995,R069/T22
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,eucalyptus mimica subsp. continens,,Subspecies,D.Nicolle,1114,"Newdegate, WA",33,17,7,119,1,23,70,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T26
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,eucalyptus mimica subsp. continens,,Subspecies,D.Nicolle,1114,"Newdegate, WA",33,17,7,119,1,23,70,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T27
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,eucalyptus mimica subsp. continens,,Subspecies,D.Nicolle,1114,"Newdegate, WA",33,17,7,119,1,23,70,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R070/T28
Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,Eucalyptus mimica subsp. continens,eucalyptus mimica subsp. continens,,Subspecies,D.Nicolle,1114,"Newdegate, WA",33,17,7,119,1,23,70,25,Dead,,,,,,,,,,,,1995,R070/T25
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,eucalyptus virella,Not in Gbif,Species ,D.Nicolle,1116,"Newdegate, WA",33,9,27,119,9,48,62,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R062/T32
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,eucalyptus virella,Not in Gbif,Species ,D.Nicolle,1116,"Newdegate, WA",33,9,27,119,9,48,62,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R062/T33
Eucalyptus virella,Eucalyptus virella,Eucalyptus virella,eucalyptus virella,Not in Gbif,Species ,D.Nicolle,1116,"Newdegate, WA",33,9,27,119,9,48,62,34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R062/T34
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R063/T06
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R063/T07
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,8,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R063/T08
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,5,Dead,,,,,,,,,,,,1995,R063/T05
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,eucalyptus perangusta,,Species ,D.Nicolle,1118,"Ravensthorpe, WA",33,22,39,119,53,38,69,27,Dead,,,,,,,,,,,,1995,R069/T27
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,eucalyptus perangusta,,Species ,D.Nicolle,1118,"Ravensthorpe, WA",33,22,39,119,53,38,69,28,Dead,,,,,,,,,,,,1995,R069/T28
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,eucalyptus perangusta,,Species ,D.Nicolle,1118,"Ravensthorpe, WA",33,22,39,119,53,38,69,30,Dead,,,,,,,,,,,,1995,R069/T30
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus quadrans,,Species ,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R063/T01
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus quadrans,,Species ,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R063/T02
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus quadrans,,Species ,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R063/T03
Eucalyptus quadrans,Eucalyptus quadrans,Eucalyptus quadrans,eucalyptus quadrans,,Species ,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R063/T04
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,eucalyptus wyolensis,,Species ,D.Nicolle,112,"Oak Valley 1, SA",29,20,13,130,13,13,12,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,R012/T29
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,eucalyptus wyolensis,,Species ,D.Nicolle,112,"Oak Valley 1, SA",29,20,13,130,13,13,12,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,R012/T30
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,eucalyptus wyolensis,,Species ,D.Nicolle,112,"Oak Valley 1, SA",29,20,13,130,13,13,12,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,R012/T31
Eucalyptus wyolensis,Eucalyptus wyolensis,Eucalyptus wyolensis,eucalyptus wyolensis,,Species ,D.Nicolle,112,"Oak Valley 1, SA",29,20,13,130,13,13,12,32,Dead,,,,,,,,,,,,1993,R012/T32
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R069/T15
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R069/T17
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,16,Dead,,,,,,,,,,,,1995,R069/T16
Eucalyptus dielsii,Eucalyptus dielsii,Eucalyptus dielsii,eucalyptus dielsii,,Species ,D.Nicolle,1120,"Ravensthorpe, WA",33,26,46,119,57,18,69,18,Dead,,,,,,,,,,,,1995,R069/T18
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,eucalyptus megacornuta,,Species ,D.Nicolle,1121,"Ravensthorpe Range, WA",33,30,43,120,2,20,72,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R072/T04
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,eucalyptus megacornuta,,Species ,D.Nicolle,1121,"Ravensthorpe Range, WA",33,30,43,120,2,20,72,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R072/T05
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,eucalyptus megacornuta,,Species ,D.Nicolle,1121,"Ravensthorpe Range, WA",33,30,43,120,2,20,72,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R072/T06
Eucalyptus megacornuta,Eucalyptus megacornuta,Eucalyptus megacornuta,eucalyptus megacornuta,,Species ,D.Nicolle,1121,"Ravensthorpe Range, WA",33,30,43,120,2,20,72,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1995,R072/T07
